Articul,Name,URL,Price,Promo Price,Brand
31187,"Вода Aqua Minerale питьевая негазированная, 500мл",https://online.metro-cc.ru/products/art_31187,49.9,,AQUA MINERALE
451326,"Вода Aqua Minerale питьевая газированная, 2л",https://online.metro-cc.ru/products/aqua-minerale-gazirovannaya-2l,78.9,74.9,AQUA MINERALE
600439,"Вода Черноголовка негазированная, 2.5л",https://online.metro-cc.ru/products/chernogolovka-stolovaya-negazirovannaya-25l,68.9,,ЧЕРНОГОЛОВКА
395470,"Вода ФрутоНяня для детского питания негазированная, 5л",https://online.metro-cc.ru/products/voda-detskaya-frutonyanya-5l,141.0,,ФРУТОНЯНЯ
117721,"Вода Baikal430 глубинная негазированная, 5л",https://online.metro-cc.ru/products/5l-baikal430-glubinnaya-b-g-pet-117721,399.0,,BAIKAL430
76833,"Вода Ессентуки №17 минеральная лечебная газированная, 450мл",https://online.metro-cc.ru/products/essentuki-17-steklo-045-l,64.9,,ЕССЕНТУКИ
457134,"Вода Borjomi природная минеральная газированная стекло, 500мл x 12 шт",https://online.metro-cc.ru/products/borjomi-lechebno-stolovaya-gazirovannaya-05-l-h-12sht-457134,1428.0,,BORJOMI
618397,"Вода Mever природная минеральная негазированная, 500мл",https://online.metro-cc.ru/products/negazirovannaya-v-stekle-mever-05-l,83.9,,MEVER
439746,"Вода Stelmas Mg минеральная лечебно-столовая газированная, 1л",https://online.metro-cc.ru/products/mineralnaya-stemals-gazirovannaya-1-l,78.9,,STELMAS
533440,"Вода Калинов Родник питьевая негазированная, 6л",https://online.metro-cc.ru/products/kalinov-rodnik-artezianskaya-negazirovannaya-6l,124.0,,КАЛИНОВ РОДНИК
614702,"aro Вода питьевая негазированная, 19л",https://online.metro-cc.ru/products/aro-pet-19l,409.0,,ARO
451807,"Вода Ессентуки №4 минеральная лечебная газированная, 1.5л",https://online.metro-cc.ru/products/essentuki-4-15l,99.9,,ЕССЕНТУКИ
573870,"Вода Tassay питьевая негазированная, 1.5л",https://online.metro-cc.ru/products/tassay-bez-gaza-15l,71.9,,TASSAY
76830,"Вода Ессентуки №4 минеральная лечебная газированная, 450мл",https://online.metro-cc.ru/products/essentuki-4-steklo-045-l,64.9,,ЕССЕНТУКИ
461345,"Вода Рычал-Су минеральная газированная, 500мл",https://online.metro-cc.ru/products/rychal-su-05-l-461345,84.9,,РЫЧАЛ-СУ
457137,"Вода Borjomi природная минеральная газированная, 750мл",https://online.metro-cc.ru/products/borjomi-lechebno-stolovaya-gazirovannaya-6h075-l,142.0,,BORJOMI
474021,"Вода питьевая Сенежская газированная, 1.5л x 6 шт",https://online.metro-cc.ru/products/senezhskaya-gazirovannaya-15l-474021,38.99,,СЕНЕЖСКАЯ
464845,"Вода Архыз газированная, 1.5л",https://online.metro-cc.ru/products/arhyz-gazirovannaya-15l-464845,57.9,,АРХЫЗ
464848,"Вода Архыз негазированная, 500мл",https://online.metro-cc.ru/products/arhyz-negazirovannaya-05-l,44.99,,АРХЫЗ
624570,"Вода Borjomi природная минеральная газированная, 330мл",https://online.metro-cc.ru/products/mineralnaya-borjomi-v-zheleznoj-banke-12-033-l,87.9,,BORJOMI
125700,"Вода Legend of Baikal негазированная, 750мл",https://online.metro-cc.ru/products/075-l-legend-of-baikal-st-n-g-125700,145.0,,LEGEND OF BAIKAL
329142,"Вода Калинов Родник негазированная, 9л",https://online.metro-cc.ru/products/kalinov-rodnik-artezanskaya-negazirovannaya-9-l,173.0,,КАЛИНОВ РОДНИК
40828,"Вода Черноголовка негазированная, 500мл",https://online.metro-cc.ru/products/art_40828,24.99,21.9,ЧЕРНОГОЛОВКА
200957,"Вода BonaAqua негазированная, 500мл",https://online.metro-cc.ru/products/05l-voda-bona-aqua-bg-pet-200957,52.9,49.9,BONAAQUA
208638,"Вода Edis негазированная, 500мл",https://online.metro-cc.ru/products/05l-voda-edis-negaz-st-208638,156.0,,EDIS
89093,"Вода Legend of Baikal питьевая негазированная, 500мл",https://online.metro-cc.ru/products/bez-gaza-legendy-bajkala-steklo-05-l-89093,120.0,,LEGEND OF BAIKAL
437963,"Вода Evian негазированная, 1.5л",https://online.metro-cc.ru/products/evian-stolovaya-pityevaya-negazirovannaya-15l-437963,232.0,,EVIAN
216455,"Вода минеральные San Pellegrino газированная, 1л",https://online.metro-cc.ru/products/1l-min-voda-san-pellegrino-gaz-pet-216455,247.0,,SAN PELLEGRINO
31188,"Вода Aqua Minerale питьевая газированная, 500мл",https://online.metro-cc.ru/products/art_31188,49.9,,AQUA MINERALE
216706,"Вода Нарзан газированная, 1.5л",https://online.metro-cc.ru/products/voda-narzan-gazirovannaya-15l,98.9,,НАРЗАН
93959,"Вода Ессентуки №4 минеральная лечебная газированная, 1л",https://online.metro-cc.ru/products/art_93959,85.9,,ЕССЕНТУКИ
654446,"Вода Аштау минеральная газированная, 500мл",https://online.metro-cc.ru/products/mineralnaya-ash-tau-gazirovannaya-05-l,66.9,49.9,АШТАУ
70725,"Вода Baikal Pearl негазированная, 1л",https://online.metro-cc.ru/products/zhemchuzhina-bajkala-baikal-pearl-negazirovannaya-1l-70725,118.0,,BAIKAL PEARL
451327,"Вода Aqua Minerale питьевая негазированная, 2л",https://online.metro-cc.ru/products/art_451327,78.9,74.9,AQUA MINERALE
448058,"Вода Волжанка газированная, 1.5л",https://online.metro-cc.ru/products/volzhanka-gazirovannaya-15l,46.0,,ВОЛЖАНКА
474023,"Вода Сенежская питьевая газированная, 500мл",https://online.metro-cc.ru/products/senezhskaya-gazirovannaya-05-l,25.99,16.9,СЕНЕЖСКАЯ
200971,"Вода BonaAqua газированная, 1л",https://online.metro-cc.ru/products/1l-voda-bona-aqua-gaz-pet-200971,66.9,53.9,BONAAQUA
457132,"Вода Borjomi природная минеральная газированная, 500мл x 12 шт",https://online.metro-cc.ru/products/borjomi-lechebno-stolovaya-gazirovannaya-05-l-h-12sht,1260.0,,BORJOMI
481376,"Вода Nestle Pure Life питьевая артезианская негазированная, 2л",https://online.metro-cc.ru/products/nestle-negazirovannaya-pure-life-2l,83.9,,NESTLE
568824,"RIOBA Вода газированная, 330мл",https://online.metro-cc.ru/products/art_568824,54.9,,RIOBA
200959,"Вода BonaAqua газированная, 500мл",https://online.metro-cc.ru/products/05l-voda-bona-aqua-gaz-pet-200959,52.9,49.9,BONAAQUA
221293,"aro Вода негазированная, 500мл",https://online.metro-cc.ru/products/05l-voda-aro-bg-pet-221293,17.59,,ARO
457299,"Вода Святой Источник газированная, 500мл",https://online.metro-cc.ru/products/svyatoj-istochnik-gazirovannaya-05-l-457299,37.99,,СВЯТОЙ ИСТОЧНИК
868,"Вода Святой Источник Светлячок для детей негазированная 0+, 330мл",https://online.metro-cc.ru/products/svetlyachok-svyatoj-istochnik-033-l-pet,32.49,,СВЯТОЙ ИСТОЧНИК
456728,"Вода San Benedetto минеральная газированная, 1.5л",https://online.metro-cc.ru/products/sanbenedetto-stolovaya-pityevaya-gazirovannaya-15l,251.0,209.0,SAN BENEDETTO
36622,"Вода Калинов Родник питьевая негазированная, 18.9л",https://online.metro-cc.ru/products/kalinov-rodnik-189l,509.0,,КАЛИНОВ РОДНИК
267995,"Вода Новотерская питьевая негазированная, 5л",https://online.metro-cc.ru/products/novoterskaya-pityevaya-negazirovannaya-5l,140.0,,НОВОТЕРСКАЯ
656512,"Вода Аштау газированная, 1.5л",https://online.metro-cc.ru/products/ashtau-gazirovannaya-pet-15l,78.9,,АШТАУ
128100,"Вода Святой Источник негазированная лимон, 1.5л",https://online.metro-cc.ru/products/svyatoj-istochnik-negazirovannaya-limon-15l,80.9,,СВЯТОЙ ИСТОЧНИК
480777,"Вода Калинов Родник газированная, 1.5л",https://online.metro-cc.ru/products/kalinov-rodnik-gazirovannaya-v-upakovke-6h15l,54.9,32.9,КАЛИНОВ РОДНИК
504546,"Вода Святой Источник Sport негазированная, 750мл",https://online.metro-cc.ru/products/pityevaya-svyatoj-istochnik-sport-negazirovannaya-pet-075-l,52.9,,СВЯТОЙ ИСТОЧНИК
202834,"Вода Mivela Mg++ минеральная лечебно-столовая газированная, 1л",https://online.metro-cc.ru/products/1l-min-voda-mivela-lechebno-stolovaya-gaz-202834,199.0,,MIVELA MG++
200961,"Вода BonaAqua негазированная, 1л",https://online.metro-cc.ru/products/1l-voda-bona-aqua-bg-pet,66.9,53.9,BONAAQUA
626293,"Вода Мтаби Нагутская-26 минеральная газированная, 1.25л",https://online.metro-cc.ru/products/mtabi-nagutskaya-26-i-125l,72.9,,МТАБИ
45086,"Вода Mever природная минеральная негазированная, 1.5л",https://online.metro-cc.ru/products/mever-bez-gaza-15l,67.9,,MEVER
118083,"Вода Шишкин лес спорт негазированная, 650мл",https://online.metro-cc.ru/products/065-l-shishkin-les-sport-b-g-118083,46.99,,ШИШКИН ЛЕС
120536,"Вода Fleur Alpine детская питьевая негазированная, 250мл",https://online.metro-cc.ru/products/detskaya-fleur-alpine-pet-025-l-120536,107.0,,FLEUR ALPINE
14830,"Вода Набеглави минеральная лечебно-столовая природная газированная, 500мл",https://online.metro-cc.ru/products/mineralnaya-nabeglavi-v-steklyannoj-butylke-05-l,111.0,,НАБЕГЛАВИ
227350,"Вода Шишкин лес питьевая негазированная, 1л",https://online.metro-cc.ru/products/art_227350,43.99,,ШИШКИН ЛЕС
511781,"Вода Sairme родниковая негазированная, 500мл",https://online.metro-cc.ru/products/sairme-rodnikovaya-negazirovannaya-05-l,119.0,99.9,SAIRME
223612,"Вода San Benedetto газированная, 330мл",https://online.metro-cc.ru/products/033l-voda-san-benedetto-gaz-pet-223612,97.9,,SAN BENEDETTO
597379,"Вода Святой Источник Светлячок для детей негазированная 0+, 1.5л",https://online.metro-cc.ru/products/svyatoj-istochnik-svetlyachok-bez-gaza-15l,54.9,,СВЯТОЙ ИСТОЧНИК
114345,"Вода Байкальская питьевая негазированная, 500мл",https://online.metro-cc.ru/products/05-l-voda-bajkalskaya-n-g-prirpit,56.9,39.9,БАЙКАЛЬСКАЯ
473598,"Вода Perrier минеральная газированная, 330мл",https://online.metro-cc.ru/products/perrier-stolovaya-pityevaya-gazirovannaya-4h033-l,216.0,,PERRIER
4062,"Вода питьевая Сенежская негазированная, 5л",https://online.metro-cc.ru/products/senezhskaya-mineralnaya-negazirovannaya-5l,103.0,,СЕНЕЖСКАЯ
601630,"Вода Aqua Minerale питьевая газированная, 1л",https://online.metro-cc.ru/products/mineralnaya-aqua-minerale-gazirovannaya-1l,57.9,54.9,AQUA MINERALE
480658,"Вода Шишкин лес питьевая негазированная, 400мл",https://online.metro-cc.ru/products/negazirovannaya-shishkin-les-04-l-480658,35.99,,ШИШКИН ЛЕС
202485,"Вода Rare минеральная кремнистая газированная, 800мл",https://online.metro-cc.ru/products/08l-voda-rare-mineralnaya-kremnistaya-gaz-st-202485,156.0,,RARE
513646,"Вода Stelmas O2 негазированная, 1.5л",https://online.metro-cc.ru/products/stelmas-o2-negazirovannaya-15l,54.9,,STELMAS
128185,"Вода Калинов Родник для кулера негазированная, 9л",https://online.metro-cc.ru/products/kalinov-rodnik-9l,181.0,,КАЛИНОВ РОДНИК
122060,"Вода Калинов Родничок детская негазированная, 330мл",https://online.metro-cc.ru/products/033-l-kalinov-rodnichok-b-g-pet-122060,32.49,26.9,КАЛИНОВ РОДНИЧОК
115956,"Вода Stelmas минеральная природная столовая негазированная, 1.5л",https://online.metro-cc.ru/products/15l-voda-stelmas-b-g-pet-115956,51.9,,STELMAS
461363,"Вода Нарзан минеральная газированная, 1л",https://online.metro-cc.ru/products/narzan-prirodnaya-naturalnoj-gazacii-1l,77.9,,НАРЗАН
116425,"Вода San Bernardo газированная, 1.5л",https://online.metro-cc.ru/products/15l-voda-san-bernardo-gaz-pet-116425,263.0,184.9,SAN BERNARDO
568823,"RIOBA Вода негазированная, 330мл",https://online.metro-cc.ru/products/rioba-negazirovannaya-033-l,54.9,,RIOBA
549455,"Вода Baikal Reserve минеральная лечебно-столовая природная газированная, 530мл",https://online.metro-cc.ru/products/bajkal-rezerv-mineralnaya-gazirovannaya-053-l-549455,146.0,116.0,BAIKAL RESERVE
573874,"Вода Tassay питьевая газированная, 500мл",https://online.metro-cc.ru/products/tassay-gazirovannaya-pet-05-l,46.99,,TASSAY
138358,"Вода San Bernardo Naturale Premium природная негазированная, 500мл",https://online.metro-cc.ru/products/05l-voda-san-bernardo-naturale-premium-pet-138358,153.0,92.9,SAN BERNARDO
223603,"Вода San Benedetto негазированная, 330мл",https://online.metro-cc.ru/products/033l-voda-san-benedetto-bg-pet-223603,97.9,,SAN BENEDETTO
59063,"Вода Сенежская питьевая негазированная, 1л",https://online.metro-cc.ru/products/art_59063,38.5,,СЕНЕЖСКАЯ
601633,"Вода Aqua Minerale питьевая негазированная, 1л",https://online.metro-cc.ru/products/bez-gaza-aqua-1-l,57.9,54.9,AQUA MINERALE
535019,"Вода Калинов Родник негазированная, 500мл",https://online.metro-cc.ru/products/negazirovannaya-kalinov-rodnik-gidrokarbonatnaya-magnievo-kalcievaya-05-l,31.99,,КАЛИНОВ РОДНИК
473979,"Вода Эдельвейс минеральная газированная, 1.5л",https://online.metro-cc.ru/products/edelvejs-gazirovannaya-15l-473979,52.9,,ЭДЕЛЬВЕЙС
473983,"Вода Биовита минеральная природная негазированная, 1.5л",https://online.metro-cc.ru/products/pityevaya-biovita-15l,68.9,,БИОВИТА
202487,"Вода Rare родниковая негазированная, 800мл",https://online.metro-cc.ru/products/08l-voda-rare-rodnikovaya-bg-pet,87.9,,RARE
125533,"Вода Legend of Baikal питьевая газированная, 500мл",https://online.metro-cc.ru/products/gazirovannaya-legend-of-baikal-steklo-05-l-125533,120.0,,LEGEND OF BAIKAL
91729,"Вода Легенда гор Архыз газированная, 1.5л",https://online.metro-cc.ru/products/gazirovannaya-legenda-gor-arhyz-15l,59.9,,ЛЕГЕНДА ГОР АРХЫЗ
84869,"Вода Липецкая Росинка Лайт со вкусом лимона и лайма газированная, 1.5л",https://online.metro-cc.ru/products/voda-gazirovannaya-limon-lajm-v-pet-lipeckaya-rosinka-15l-84869,67.9,49.9,ЛИПЕЦКАЯ РОСИНКА
555863,"Вода Волжанка негазированная, 500мл",https://online.metro-cc.ru/products/volzhanka-negazirovannaya-05-l-555863,48.49,,ВОЛЖАНКА
125693,"Вода Legend of Baikal газированная, 750мл",https://online.metro-cc.ru/products/075-l-legend-of-baikal-st-gaz-125693,145.0,,LEGEND OF BAIKAL
116427,"Вода San Bernardo негазированная, 1.5л",https://online.metro-cc.ru/products/15l-voda-san-bernardo-b-g-pet-116427,263.0,184.9,SAN BERNARDO
573871,"Вода Tassay питьевая газированная, 1.5л",https://online.metro-cc.ru/products/tassay-prirodnaya-gazirovannaya-pet-15l,71.9,,TASSAY
221301,"aro Вода негазированная, 1.5л",https://online.metro-cc.ru/products/15l-voda-aro-bg-pet-221301,28.49,,ARO
45088,"Вода Mever природная минеральная негазированная, 500мл",https://online.metro-cc.ru/products/mever-bez-gaza-05-l,40.49,,MEVER
133653,"Вода Карельская жемчужина негазированная, 5л",https://online.metro-cc.ru/products/voda-karelskaya-zhemchuzhina-negazirovannaya-5l,166.0,,КАРЕЛЬСКАЯ ЖЕМЧУЖИНА
352637,"Вода Волжанка газированная, 500мл",https://online.metro-cc.ru/products/volzhanka-mineralnaya-gazirovannaya-05-l,48.49,,ВОЛЖАНКА
566299,"Вода Черноголовка детская негазированная, 1.5л",https://online.metro-cc.ru/products/art_566299,50.9,,ЧЕРНОГОЛОВКА
221309,"aro Вода негазированная, 5л",https://online.metro-cc.ru/products/5l-voda-aro-bg-pet,64.9,,ARO
128098,"Вода Святой Источник негазированная клубника, 1.5л",https://online.metro-cc.ru/products/svyatoj-istochnik-negazirovannaya-klubnika-15l,80.9,,СВЯТОЙ ИСТОЧНИК
210560,"Вода Легенда гор Архыз негазированная, 500мл",https://online.metro-cc.ru/products/05l-voda-legenda-gor-arhyz-bg-pet-210560,40.0,,ЛЕГЕНДА ГОР АРХЫЗ
231252,"Вода Svetla негазированная, 1.5л",https://online.metro-cc.ru/products/voda-svetla-bez-gaza-15l,99.9,,SVETLA
135140,"Вода Baikal Pearl негазированная, 530мл",https://online.metro-cc.ru/products/zhemchuzhina-bajkala-negazirovannaya-530ml,139.0,116.0,BAIKAL PEARL
212946,"Вода Сенежская негазированная, 3л",https://online.metro-cc.ru/products/3l-voda-senezhskaya-bg-pet-212946,65.9,,СЕНЕЖСКАЯ
448056,"Вода Волжанка негазированная, 500мл",https://online.metro-cc.ru/products/volzhanka-negazirovannaya-05-l-448056,32.5,,ВОЛЖАНКА
623284,"Вода Ессентуки №4 минеральная лечебная газированная, 500мл",https://online.metro-cc.ru/products/essentuki-4-mineralnaya-lechebno-stolovaya-gazirovannaya-05-l-12-sht,57.9,,ЕССЕНТУКИ
456949,"Вода Бжни минеральная газированная, 1л",https://online.metro-cc.ru/products/bzhni-1l-456949,103.0,,БЖНИ
79861,"Вода Aqua Minerale Active питьевая цитрус негазированная, 500мл",https://online.metro-cc.ru/products/mineralnaya-aqua-minerale-citrus-05-l,69.9,64.9,AQUA MINERALE
129718,"Вода Черноголовка Бейби детская негазированная, 2.5л",https://online.metro-cc.ru/products/loson-nivea-sun-uvlazhnyayuschij-posle-zagara-s-aloe-vera-200ml,93.9,,ЧЕРНОГОЛОВКА
91730,"Вода Легенда гор Архыз негазированная, 1.5л",https://online.metro-cc.ru/products/bez-gaza-legenda-gor-arhyz-15l,59.9,,ЛЕГЕНДА ГОР АРХЫЗ
133651,"Вода Карельская жемчужина негазированная, 1.5л",https://online.metro-cc.ru/products/voda-karelskaya-zhemchuzhina-negazirovannaya-15l,67.9,,КАРЕЛЬСКАЯ ЖЕМЧУЖИНА
200953,"Вода BonaAqua газированная, 330мл",https://online.metro-cc.ru/products/033l-voda-bona-aqua-gaz-st-200953,75.9,62.9,BONAAQUA
213512,"Вода Аштау минеральная Скважина 6-к природная газированная, 1л",https://online.metro-cc.ru/products/1l-min-voda-ash-tau-skvazhina-6-k-prirodnaya-gaz-pet-213512,69.9,59.9,АШТАУ
448057,"Вода Волжанка негазированная, 1.5л",https://online.metro-cc.ru/products/negazirovannaya-volzhanka-15l,46.0,,ВОЛЖАНКА
456579,"Вода San Benedetto минеральная газированная, 750мл",https://online.metro-cc.ru/products/sanbenedetto-stolovaya-pityevaya-gazirovannaya-075-l,309.0,,SAN BENEDETTO
221305,"aro Вода газированная, 1.5л",https://online.metro-cc.ru/products/15l-voda-aro-gaz-pet-221305,25.99,,ARO
584739,"Вода Святой Источник негазированная со вкусом лимона, 500мл",https://online.metro-cc.ru/products/svyatoj-istochnik-limon-negazirovannaya-05-l,51.9,,СВЯТОЙ ИСТОЧНИК
480778,"Вода Калинов Родник негазированная, 1.5л",https://online.metro-cc.ru/products/kalinov-rodnik-negazirovannaya-15l,54.9,32.9,КАЛИНОВ РОДНИК
615165,"Вода Tassay питьевая негазированная, 500мл",https://online.metro-cc.ru/products/tassay-negazirovannaya-st-b-05-l,87.9,,TASSAY
111721,"Напиток Borjomi Flavored с экстрактами цитрусов и корня имбиря газированный, 330мл",https://online.metro-cc.ru/products/napitok-borjomi-flavored-water-citrusovyj-miks-imbir-bez-sahara-330-ml-111721,87.9,,BORJOMI
215216,"Вода Baikal Reserve газированная, 250мл",https://online.metro-cc.ru/products/025l-voda-baykal-rezerv-gaz-st-215216,99.9,,BAIKAL RESERVE
208644,"Вода Edis негазированная, 950мл",https://online.metro-cc.ru/products/095l-voda-edis-negaz-st-208644,251.0,,EDIS
119101,"Вода Черноголовка Baby негазированная, 330мл",https://online.metro-cc.ru/products/chernogolovka-baby-pet-033-l-119101,26.49,,ЧЕРНОГОЛОВКА
84866,"Вода Липецкая Росинка Лайт со вкусом вишни газированная, 1.5л",https://online.metro-cc.ru/products/voda-gazirovannaya-vishnya-v-pet-lipeckaya-rosinka-15l-84866,67.9,49.9,ЛИПЕЦКАЯ РОСИНКА
231868,"Вода Сенежская лимон-мята газированная, 1л",https://online.metro-cc.ru/products/voda-senezhskaya-limon-myata-gazirovannaya-1l,53.9,,СЕНЕЖСКАЯ
208641,"Вода Edis газированная, 950мл",https://online.metro-cc.ru/products/095l-voda-edis-gaz-st-208641,251.0,,EDIS
131481,"Вода Sairme Родники негазированная, 1л",https://online.metro-cc.ru/products/1l-sairme-rodniki-b-g-pet-131481,92.9,,SAIRME
123577,"Вода Santo Rocio питьевая первой категории негазированная, 330мл",https://online.metro-cc.ru/products/033-l-santo-rocio-gaz-pityevaya-steklo,49.49,,SANTO ROCIO
206023,"Вода Fleur Alpine питьевая детская с рождения негазированная, 1л",https://online.metro-cc.ru/products/1l-voda-detskaya-pitevaya-fleur-alpin-s-rozhdeniya-pet-206023,202.0,,FLEUR ALPINE
