Articul,Name,URL,Price,Promo Price,Brand
215218,"Вода Baikal Pearl негазированная, 250мл",https://online.metro-cc.ru/products/025l-voda-zhemchuzhina-baykala-bg-st-215218,99.9,,BAIKAL PEARL
133366,"Вода Kobi минеральная газированная, 500мл",https://online.metro-cc.ru/products/voda-mineralnaya-kobi-500ml-133366,79.9,59.9,KOBI
212950,"Вода Fahrenheit витаминная лимон-лайм негазированная, 500мл",https://online.metro-cc.ru/products/05l-voda-fahrenheit-vitamin-limonlaym-pet-212950,110.0,59.9,FAHRENHEIT
461359,"Вода Новотерская минеральная целебная питьевая газированная, 500мл",https://online.metro-cc.ru/products/novoterskaya-celebnaya-05-l,59.9,,НОВОТЕРСКАЯ
461360,"Вода Новотерская минеральная целебная питьевая газированная, 500мл",https://online.metro-cc.ru/products/novoterskaya-celebnaya-05-l-461360,38.99,,НОВОТЕРСКАЯ
208549,"Вода Edis газированная, 500мл",https://online.metro-cc.ru/products/05l-voda-edis-gaz-st-208549,156.0,,EDIS
113158,"Вода Мтаби минеральная лечебно-столовая газированная, 450мл",https://online.metro-cc.ru/products/045-l-min-voda-mtabi-st-113158,66.9,,МТАБИ
212939,"Вода минеральная Сенежская питьевая газированная, 750мл",https://online.metro-cc.ru/products/075l-voda-senezhskaya-gaz-st-212939,86.9,,СЕНЕЖСКАЯ
215855,"Вода Legend of Baikal лайм негазированная, 330мл",https://online.metro-cc.ru/products/033l-voda-legend-of-baikal-laym-bg-zhb-215855,98.99,59.9,LEGEND OF BAIKAL
111723,"Напиток Borjomi Flavored с экстрактами лайма и кориандра газированный, 330мл",https://online.metro-cc.ru/products/napitok-borjomi-flavored-water-lajm-koriandr-bez-sahara-330-ml,87.9,,BORJOMI
615319,"RIOBA Вода газированная, 750мл",https://online.metro-cc.ru/products/rioba-gazirovannaya-075-l,84.9,,RIOBA
473584,"Вода питьевая Шишкин лес газированная, 1л",https://online.metro-cc.ru/products/shishkin-les-gazirovannaya-1-l-473584,43.99,,ШИШКИН ЛЕС
221275,"Вода Petroglyph минеральная природная столовая негазированная, 0.75л",https://online.metro-cc.ru/products/075l-min-voda-petroglyph-prirod-stol-bg-st-221275,126.0,,PETROGLYPH
214946,"Вода Святой Источник со вкусом персика негазированная, 500мл",https://online.metro-cc.ru/products/05l-voda-svyatoy-istochnik-so-vkusom-persika-bg-pet-214946,51.9,,СВЯТОЙ ИСТОЧНИК
206181,"Вода Oxy Balance Vitamins базилик-клубника-лайм, 400мл",https://online.metro-cc.ru/products/04l-voda-oxy-balance-vitamins-bazilklubnlaym-pet,199.0,,OXY BALANCE
615318,"RIOBA Вода негазированная, 750мл",https://online.metro-cc.ru/products/rioba-negazirovannaya-075-l,84.9,,RIOBA
554432,"Вода Калинов Родничок детская питьевая негазированная с 0 месяцев, 6л",https://online.metro-cc.ru/products/kalinov-rodnichok-detskaya-6l,127.0,,КАЛИНОВ РОДНИЧОК
568378,"Вода Aqua Russa газированная, 500мл",https://online.metro-cc.ru/products/aqua-russa-gazirovannaya-05-l,93.9,,AQUA RUSSA
230479,"Вода минеральная Набеглави газированная, 500мл",https://online.metro-cc.ru/products/voda-mineralnaya-nabeglavi-gazirovannaya-500ml,87.9,,НАБЕГЛАВИ
202468,"Вода Chaokoh кокосовая негазированная, 350мл",https://online.metro-cc.ru/products/035l-kokosovaya-voda-chaokoh-zhb-202468,195.0,,CHAOKOH
228614,"Напиток витаминный Lifeline арбуз-яблоко негазированный, 500мл",https://online.metro-cc.ru/products/05l-vit-nap-lifeline-arbuzyabloko-bg-pet-228614,67.9,,LIFELINE
128094,"Вода Святой Источник негазированная клубника, 500мл",https://online.metro-cc.ru/products/svyatoj-istochnik-negazirovannaya-klubnika-500ml,51.9,,СВЯТОЙ ИСТОЧНИК
128105,"Вода Святой Источник негазированная яблоко, 1.5л",https://online.metro-cc.ru/products/svyatoj-istochnik-negazirovannaya-yabloko-15l,80.9,,СВЯТОЙ ИСТОЧНИК
133652,"Вода Карельская жемчужина газированная, 5л",https://online.metro-cc.ru/products/voda-karelskaya-zhemchuzhina-gazirovannaya-5l,459.0,,КАРЕЛЬСКАЯ ЖЕМЧУЖИНА
212937,"Вода минеральная Сенежская питьевая негазированная, 750мл",https://online.metro-cc.ru/products/075l-voda-senezhskaya-bg-st-212937,86.9,,СЕНЕЖСКАЯ
234635,"Вода минеральная Kobi газированная, 330мл",https://online.metro-cc.ru/products/voda-mineralnaya-kobi-gazirovannaya-330ml,72.9,,KOBI
206178,"Вода Oxy Balance Vitamins ананас-земляника, 400мл",https://online.metro-cc.ru/products/04l-voda-oxy-balance-vitamins-ananaszemlyanika-pet-206178,117.0,,OXY BALANCE
464838,"Вода Aqua Minerale питьевая газированная, 260мл",https://online.metro-cc.ru/products/aqua-minerale-gazirovannaya-025-l,134.0,,AQUA MINERALE
448055,"Вода Волжанка газированная, 500мл",https://online.metro-cc.ru/products/volzhanka-gazirovannaya-05-l-448055,32.5,,ВОЛЖАНКА
231255,"Вода минеральная Miss mineral detox газированная, 1л",https://online.metro-cc.ru/products/voda-mineralnaya-miss-mineral-detox-gazirovannaya-1l,105.0,,MISS MINERAL DETOX
456726,"Вода San Benedetto минеральная негазированная, 750мл",https://online.metro-cc.ru/products/sanbenedetto-stolovaya-pityevaya-negazirovannaya-075-l,309.0,,SAN BENEDETTO
91354,"Вода Stelmas Mg+ минеральная газированная, 500мл",https://online.metro-cc.ru/products/stelmas-mg-pet-05-l,62.9,,STELMAS
111725,"Напиток Borjomi Flavored с ароматом дикой земляники и экстрактом артемизии газированный, 330мл",https://online.metro-cc.ru/products/napitok-borjomi-flavored-water-zemdyanika-travy-bez-sahara-330-ml,87.9,,BORJOMI
206175,"Вода Oxy Balance Immuno яблоко-корица, 400мл",https://online.metro-cc.ru/products/04l-voda-oxy-balance-immuno-yablokokoritsa-pet-206175,129.0,,OXY BALANCE
218905,"aro Вода лайм-мята негазированная, 500мл",https://online.metro-cc.ru/products/05l-voda-aro-laymmyata-bg-pet-218905,30.49,,ARO
568377,"Вода Aqua Russa негазированная, 500мл",https://online.metro-cc.ru/products/aqua-russa-negazirovannaya-05-l,93.9,,AQUA RUSSA
138356,"Вода San Bernardo Frizzante Premium природная газированная, 500мл",https://online.metro-cc.ru/products/05l-voda-san-bernardo-frizzante-premium-pet-138356,153.0,92.9,SAN BERNARDO
533437,"Вода Калинов Родник газированная, 500мл",https://online.metro-cc.ru/products/art_533437,31.99,,КАЛИНОВ РОДНИК
111728,"Напиток Borjomi Flavored с ароматами вишни и граната газированный, 330мл",https://online.metro-cc.ru/products/napitok-borjomi-flavored-water-vishnya-granat-bez-sahara-330-ml,87.9,,BORJOMI
229680,"Вода Aqua Minerale Active цитрус негазированная, 1л",https://online.metro-cc.ru/products/1l-voda-aqua-minerale-active-tsitrus-pet-229680,110.0,,AQUA MINERALE
643356,"Вода Волжанка с лимоном негазированная, 1.5л",https://online.metro-cc.ru/products/volzhanka-limon-b-a-15l,62.9,,ВОЛЖАНКА
131447,"Вода мнеральная Mever газированная, 500мл",https://online.metro-cc.ru/products/05-l-min-mever-gaz-st-131447,73.9,,MEVER
123663,"Вода Santo Rocio питьевая первой категории негазированная, 330мл",https://online.metro-cc.ru/products/033-l-santo-rocio-b-g-steklo,49.49,,SANTO ROCIO
228626,"Напиток витаминный Lifeline лимон негазированный, 500мл",https://online.metro-cc.ru/products/05l-vit-nap-lifeline-limon-bg-pet-228626,65.9,,LIFELINE
229731,"Вода минеральная Псыж газированная, 450мл",https://online.metro-cc.ru/products/045l-voda-psyzh-gaz-mineralnaya-pet-229731,37.99,,ПСЫЖ
231866,"Вода питьевая Сенежская Sport негазированная, 750мл",https://online.metro-cc.ru/products/voda-senezhskaya-sport-bez-gaza-750ml,48.49,,СЕНЕЖСКАЯ
133650,"Вода Карельская жемчужина газированная, 1.5л",https://online.metro-cc.ru/products/voda-karelskaya-zhemchuzhina-gazirovannaya-15l,67.9,,КАРЕЛЬСКАЯ ЖЕМЧУЖИНА
215857,"Вода Legend of Baikal малина негазированная, 330мл",https://online.metro-cc.ru/products/033l-voda-legend-of-baikal-malina-bg-zhb-215857,98.99,59.9,LEGEND OF BAIKAL
221298,"aro Вода газированная, 500мл",https://online.metro-cc.ru/products/05l-voda-aro-gaz-pet-221298,17.59,,ARO
130445,"RIOBA Вода минеральная столовая газированная, 500мл",https://online.metro-cc.ru/products/05-l-min-rioba-stolovaya-st-130445,53.9,,RIOBA
125926,"Напиток Vitamin Well Defence цитрус-бузина негазированный, 500мл",https://online.metro-cc.ru/products/vitamin-well-defence-citrus-buzina-05-l-125926,199.0,,VITAMIN WELL
125928,"Напиток Vitamin Well Reload лимон-лайм негазированный, 500мл",https://online.metro-cc.ru/products/vitamin-well-reload-limon-lajm-05-l-125928,199.0,,VITAMIN WELL
125922,"Напиток Vitamin Well antioxidant персик негазированный, 500мл",https://online.metro-cc.ru/products/vitamin-well-antioxidant-persik-05-l-125922,199.0,,VITAMIN WELL
125924,"Напиток Vitamin Well Awake малина негазированный, 500мл",https://online.metro-cc.ru/products/vitamin-well-awake-malina-05-l-125924,199.0,,VITAMIN WELL
128096,"Вода Святой Источник негазированная яблоко, 500мл",https://online.metro-cc.ru/products/svyatoj-istochnik-negazirovannaya-yabloko-500ml,51.9,,СВЯТОЙ ИСТОЧНИК
202481,"Вода Rare минеральная кремнистая газированная, 330мл",https://online.metro-cc.ru/products/033l-voda-rare-mineralnaya-kremnistaya-gaz-st-202481,104.0,,RARE
129055,"Вода минеральная Рычал-Су газированная, 500мл",https://online.metro-cc.ru/products/voda-mineralnaya-rychal-su-500ml,81.9,,РЫЧАЛ-СУ
31182,"Напиток Aqua Minerale с соком Черешня газированный, 500мл",https://online.metro-cc.ru/products/aqua-minerale-so-vkusom-chereshni-05-l-31182,69.9,64.9,AQUA MINERALE
229286,"Вода Aqua Minerale Fresh гранат газированная, 500мл",https://online.metro-cc.ru/products/05l-voda-aqua-minerale-fresh-granat-gaz-pet-229286,69.9,64.9,AQUA MINERALE
133649,"Вода Карельская жемчужина негазированная, 500мл",https://online.metro-cc.ru/products/voda-karelskaya-zhemchuzhina-negazirovannaya-500ml,43.49,,КАРЕЛЬСКАЯ ЖЕМЧУЖИНА
461366,"Вода Нарзан минеральная газированная, 500мл",https://online.metro-cc.ru/products/narzan-prirodnoj-gazacii-05-l-461366,61.9,,НАРЗАН
203728,"Вода Gletcher природная газированная, 500мл",https://online.metro-cc.ru/products/05l-voda-prirodnaya-pitevaya-gletcher-gaz-pet-203728,116.0,,GLETCHER
540361,"Вода Aqua Minerale питьевая негазированная, 260мл",https://online.metro-cc.ru/products/aqua-minerale-bez-gaza-026-l-540361,134.0,,AQUA MINERALE
133647,"Вода Карельская жемчужина газированная, 500мл",https://online.metro-cc.ru/products/voda-karelskaya-zhemchuzhina-gazirovannaya-500ml,43.49,,КАРЕЛЬСКАЯ ЖЕМЧУЖИНА
98038,"Вода Святой Источник негазированная, 500мл x 12 шт",https://online.metro-cc.ru/products/svyatoj-istochnik-negazirovannaya-05-l,454.8,,СВЯТОЙ ИСТОЧНИК
455469,"Вода Святой Источник негазированная, 1л x 6 шт",https://online.metro-cc.ru/products/svyatoj-istochnik-negazirovannaya-1-l,287.4,,СВЯТОЙ ИСТОЧНИК
858,"Вода Святой Источник газированная, 1л x 6 шт",https://online.metro-cc.ru/products/svyatoj-istochnik-gazirovannaya-pet-1l-858,287.4,,СВЯТОЙ ИСТОЧНИК
200947,"Вода BonaAqua негазированная, 330мл",https://online.metro-cc.ru/products/033l-voda-bona-aqua-bg-st,75.9,62.9,BONAAQUA
566304,"Вода Черноголовка газированная, 1.5л",https://online.metro-cc.ru/products/art_566304,48.49,,ЧЕРНОГОЛОВКА
866,"Вода Borjomi природная минеральная газированная, 1.25л x 6 шт",https://online.metro-cc.ru/products/borjomi-mineralnaya-125l,1050.0,,BORJOMI
93960,"Вода Ессентуки №17 минеральная лечебная газированная, 1л",https://online.metro-cc.ru/products/art_93960,85.9,,ЕССЕНТУКИ
212958,"Вода Fahrenheit негазированная, 500мл",https://online.metro-cc.ru/products/05l-voda-fahrenheit-bg-pet-212958,69.9,49.9,FAHRENHEIT
202483,"Вода Rare родниковая негазированная, 330мл",https://online.metro-cc.ru/products/033l-voda-rare-rodnikovaya-bg-pet-202483,71.9,,RARE
221267,"Вода Petroglyph минеральная природная столовая негазированная, 0.375л",https://online.metro-cc.ru/products/0375l-min-voda-petroglyph-prirod-stol-bg-st,87.9,,PETROGLYPH
210563,"Вода Легенда гор Архыз газированная, 500мл",https://online.metro-cc.ru/products/05l-voda-legenda-gor-arhyz-gaz-pet-210563,40.0,,ЛЕГЕНДА ГОР АРХЫЗ
214958,"Вода Святой Источник со вкусом персика негазированная, 1.5л",https://online.metro-cc.ru/products/15l-voda-svyatoy-istochnik-so-vkusom-persika-bg-pet-214958,80.9,,СВЯТОЙ ИСТОЧНИК
511775,"Вода Sairme минеральная лечебно-столовая газированная, 500мл",https://online.metro-cc.ru/products/sairme-gazirovannaya-05-l,119.0,99.9,SAIRME
202830,"Вода Mivela Mg++ минеральная лечебно-столовая негазированная, 1л",https://online.metro-cc.ru/products/1l-min-voda-mivela-lechebno-stolovaya-bg-202830,199.0,,MIVELA MG++
131467,"Вода Sairme Родники негазированная, 500мл",https://online.metro-cc.ru/products/05-l-sairme-rodniki-b-g-pet-131467,53.9,,SAIRME
473516,"Вода Шишкин лес негазированная спорт, 400мл",https://online.metro-cc.ru/products/shishkin-les-sport-negazirovannaya-04-l,46.99,,ШИШКИН ЛЕС
221433,"Вода Fahrenheit негазированная, 1л",https://online.metro-cc.ru/products/1l-voda-fahrenheit-bg-pet-221433,110.0,74.9,FAHRENHEIT
457138,"Вода Borjomi природная минеральная газированная, 750мл x 6 шт",https://online.metro-cc.ru/products/borjomi-lechebno-stolovaya-gazirovannaya-075ml-6-sht,804.0,,BORJOMI
234653,"Вода минеральная Kobi газированная, 500мл",https://online.metro-cc.ru/products/voda-mineralnaya-kobi-gazirovannaya-500ml-234653,99.9,,KOBI
206185,"Вода Oxy Balance Vitamins гранат-слива, 400мл",https://online.metro-cc.ru/products/04l-voda-oxy-balance-vitamins-granatsliva-pet-206185,118.0,,OXY BALANCE
573872,"Вода Tassay питьевая негазированная, 1л",https://online.metro-cc.ru/products/tassay-negazirovannaya-1-l,64.9,,TASSAY
653766,"Вода Baikal430 Байкальская глубинная вода негазированная, 450мл",https://online.metro-cc.ru/products/baikal-430-bajkalskaya-glubinnaya-negazirovannaya-045-l-653766,63.9,,BAIKAL430
117611,"Вода Черноголовка минеральная газированная, 500мл",https://online.metro-cc.ru/products/05-l-min-chernogolovka-gaz-pet-117611,24.99,21.9,ЧЕРНОГОЛОВКА
218908,"aro Вода лимон негазированная, 500мл",https://online.metro-cc.ru/products/05l-voda-aro-limon-bg-pet-218908,30.49,,ARO
200160,"Вода Черноголовка газированная, 330мл",https://online.metro-cc.ru/products/033l-voda-chernogolovka-gaz-st-200160,52.9,41.9,ЧЕРНОГОЛОВКА
98028,"Вода Святой Источник негазированная, 1.5л x 6 шт",https://online.metro-cc.ru/products/svyatoj-istochnik-negazirovannaya-15l,287.4,,СВЯТОЙ ИСТОЧНИК
2481,"Вода питьевая Сенежская негазированная, 1.5л x 6 шт",https://online.metro-cc.ru/products/senezhskaya-negazirovannaya-15l,221.4,,СЕНЕЖСКАЯ
110972,"Вода Святой Источник негазированная, 5л x 2 шт",https://online.metro-cc.ru/products/5l-voda-svyatoj-istochnik-b-g,258.0,,СВЯТОЙ ИСТОЧНИК
2496,"Вода Сенежская питьевая негазированная, 500мл x 12 шт",https://online.metro-cc.ru/products/senezhskaya-mineralnaya-negazirovannaya-05-l-h-12sht,341.88,202.8,СЕНЕЖСКАЯ
200158,"Вода Черноголовка негазированная, 330мл",https://online.metro-cc.ru/products/033l-voda-chernogolovka-bg-st-200158,52.9,41.9,ЧЕРНОГОЛОВКА
236121,"Вода Сенежская Малютка, 5л",https://online.metro-cc.ru/products/voda-senezhskaya-malyutka-5l,119.0,,СЕНЕЖСКАЯ
109164,"Вода Псыж газированная, 1л x 6 шт",https://online.metro-cc.ru/products/voda-gazirovannaya-psyzh-pet-1l,359.4,269.4,ПСЫЖ
